Store,Phone,owner/manager's name,notes,Status,CONSOLIDATED_emails_valid,result,BEST_province,BEST_city,BEST_street,BEST_postal_code,INFO_email_status,emails/0,emails/1,email_found,domain,website,location/lat,location/lng,facebooks/0,instagrams/0,tiktoks/0,youtubes/0,
Pet One Supply INC,778-859-9206,,NA,,Petonesupply@gmail.com,,BC,Richmond,4000 No.3 Road Unit 2280,V6X 0J8,,,,Petonesupply@gmail.com,petone.ca,,,,,,,,
Pet Pantry,705-568-4419,,ENGLISH PROFIL,,,,ON,Kirkland Lake,47 Government Rd W,P2N 2E6,,,,INVALID_URL,,"https://maps.google.com/maps?q=48.148652,-80.038411",48.1499585,-80.0360914,,,,,
Pet Pantry Pet Foods And Supplies,250-492-3378,,Already reached out to one of the locations,,,,BC,Penticton,Unit #111-1505 Main Street,V2A 5G7,,,,INVALID_URL,,"https://maps.google.com/maps?q=49.481621,-119.585187",,,,,,,
Pet Parlour,604-620-7297,,VM,,"info@petparlour.ca, mvp@petparlourstore.com",,BC,Vancouver,3457 Cambie St.,,,,,"info@petparlour.ca, mvp@petparlourstore.com",www.petparlourstore.com,,,,,,,,
Pet Pleasers,905-417-2727,,VM,,"petpleasersinfo@gmail.com, user@domain.com",,ON,Maple,2338 Major Mackenzie Dr. W.,L6A 3Y7,,,,"petpleasersinfo@gmail.com, user@domain.com",petpleasers.ca,,,,,,,,
Pet Solutions,"604-599-0667, 604-585-3737",,,,surreypetsolutions@hotmail.com,,BC,Delta,10602 King George Hwy,V4E 3G3,,,,surreypetsolutions@hotmail.com,petsolutionsbc.com,,,,,,,,
Pet Supply Warehouse,705-748-9754,,,,,,ON,Peterborough,621 The Parkway,K9J 7K2,,,,UNREACHABLE,petsupplypeterborough.ca,,,,,,,,
Pet Tyme,705-286-4893,,NA,,animalkrackers286@gmail.com,,ON,Minden,12281 HWY #35,K0M 2K0,,,,animalkrackers286@gmail.com,sites.google.com,,,,,,,,
pet world toronto,647-368-5666,,,,petworldtoronto.info@gmail.com,ok,ON,Scarborough,1571 Sandhurst Cir unit167,M1V 1V2,good,petworldtoronto.info@gmail.com,,,petworldtoronto.com,,43.8083484,-79.2674466,,,,,
Pet Zone,"709-552-9663, 709-754-9663",,,,,,NL,St. John's,50 O'Leary Ave,A1B 2C7,,,,INVALID_URL,,"https://maps.google.com/maps?q=47.5602592,-52.7624387",,,,,,,
Pet-Luxe,877-424-6224,,VM,,paul@pet-luxe.com,ok,ON,York,59 Lonborough Ave,M6M 1X2,good,paul@pet-luxe.com,,,pet-luxe.com,,43.6936083,-79.4698907,https://www.facebook.com/petluxeproducts,https://www.instagram.com/petluxecom,,,
Petalk,519-880-0999,,NA,,,,ON,Waterloo,280 Lester St Unit 103,N2L 3W5,,,,UNREACHABLE,petalkcanada.com,,,,,,,,
PetBro,289-820-7320,,VM,,info@petbro.ca,,ON,Welland,300 Lincoln St. Unit 18,L3B 4N4,,,,info@petbro.ca,petbro.ca,,,,,,,,
Petfood Petway,778-893-6968,,VM,,,,BC,Surrey,"14012 32nd Street, Unit 403",V4P 2J2,,,,INVALID_URL,,"https://maps.google.com/maps?q=49.0599691,-122.8340646",,,,,,,
petheaveninc.store,,,,,,,ON,Ottawa,396 Nelson St,K1N 7S7,,,,UNREACHABLE,petheaveninc.store,,,,,,,,
Petique Boutique Inc,416-286-5673,,,,,,ON,Scarborough,166-B Bennett Rd,M1E 3Y3,,,,UNREACHABLE,petiqueboutique.ca,,,,,,,,
PetMo,778-956-8852,,VM,,,,BC,Burnaby,5331 Lane Str,V5H 2H4,,,,INVALID_URL,,"https://maps.google.com/maps?q=49.2226357,-122.9869672",,,,,,,
Petpetz,647-679-9608,,NA,,,,ON,Markham,"3603 Langstaff Road, Unit 11",L6B 0S5,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.83327,-79.42665",,,,,,,
Pets Life,519-862-4700,,,,,,ON,Corunna,450 Lyndoch Street,N0N 1G0,,,,NONE_FOUND,petslifecorunna.ca,,,,,,,,
Pets N Ponds,519-245-0721,,,,,,ON,Strathroy,11-A Frank Street,N7G 2R2,,,,INVALID_URL,,"https://maps.google.com/maps?q=42.955671,-81.623202",,,,,,,
Pets-R-Us,709-643-6081,,,,,,NL,Stephenville,67 Queen St,A2N 2M6,,,,NO_WEBSITE,,,48.5491015,-58.5757842,,,,,
Petview,416-738-8439,,Already sent email,,,,ON,Toronto,322 Queen Street West,M5V2A5,,,,UNREACHABLE,petview.ca,,,,,,,,
Pjs Pets,,,,,,,ON,Toronto,1200 Bay St.,M5R 2A5,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Pjs%20Pets&query_place_id=ChIJUYG0wK80K4gRuO0G3kjASl8,43.6699987,-79.3898475,,,,,
Ports Pets,519-782-3392,,,,,,ON,Port Stanley,1-208 Main Street,N5L 1C3,,,,INVALID_URL,,"https://maps.google.com/maps?q=42.665789,-81.212267",,,,,,,
PP Pet Downtown,416-985-9246,Isaac,"Spoke with employee Yulin, provided email. Waiting for email response",,"pp.petsupplies2020@gmail.com, pppet.trt@gmail.com",ok,ON,Toronto,533 Yonge St,M4Y 1Y5,good,pp.petsupplies2020@gmail.com,pppet.trt@gmail.com,,pppet.ca,,43.6642127,-79.3839737,,https://instagram.com/pp.petsupplies,,,
pRAWper Pet Treats,613-432-8014,,,,prawperpet@gmail.com,,ON,Renfrew,276 Raglan St S,K7V 1R4,,,,prawperpet@gmail.com,prawperpet.ca,,45.470564,-76.6828336,,,,,
Premium Pets INC.,778-350-6373,,NA,,,,BC,Burnaby,1331 - 4500 Kingsway,V5H2A9,,,,INVALID_URL,,"https://maps.google.com/maps?q=49.2294764,-123.004839",,,,,,,
Prettie Yiji Pet Boutique,416-591-7569,,VM,,,,ON,Toronto,777 Bay St. C205,M5G 2C8,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Prettie%20Yiji%20Pet%20Boutique&query_place_id=ChIJ8XLbEvNSV0ARnmVaEqN0CyM,43.6604836,-79.3844236,,,,,
Pro Blazes,905-244-9580,,VM,,,,ON,Oshawa,208 Montrave Ave,L1J 4R8,,,,UNREACHABLE,problazes.com,,43.889587,-78.8723889,,,,,
Prrrfect Pet Food,905-240-4334,,,,,,ON,Oshawa,555 Rossland Rd E Unit B,L1K 1K8,,,,UNREACHABLE,prrrfectpetfood.com,,,,,,,,
Pucci Parlour,613-692-6469,,VM,,puccipros@pucciparlour.ca,,ON,Manotick,1134 Mill Street,K4M 1A9,,,,puccipros@pucciparlour.ca,pucciparlour.ca,,,,,,,,
PuFF N PuRR Spaw & Bowtique,905-508-0123,,VM,,info@puffnpurr.ca,ok,ON,North York,28 Finch Ave W Unit 108,M2M 4M7,good,info@puffnpurr.ca,,,myonlineappointment.com,https://puffnpurr.myonlineappointment.com/,43.7794249,-79.4180006,http://facebook.com/puffnpurrspaw,http://instagram.com/puffnpurrspawbowtique,,,
Puppy Lovers,,,,,,,BC,Vancouver,505 Burrard St #1830,,,,,INVALID_URL,web.facebook.com,,,,,,,,
Quince Flowers,416-594-1414,,,,info@quinceflowers.com,ok,ON,Toronto,20 Wagstaff Dr Unit 2,M4L 3W9,good,info@quinceflowers.com,,,quinceflowers.com,,43.6735578,-79.3311999,https://facebook.com/quinceflowers,https://instagram.com/quinceflowers,,,
Rad Aquatics,,,,,,,BC,Vancouver,318 Industrial Ave,,,,,UNREACHABLE,www.radaquatics.com,,,,,,,,
Ramsay's Recipes,647-456-7135,,VM,,,,ON,Etobicoke,820 Burnhamthorpe Rd,M9C 4W2,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Ramsay's%20Recipes&query_place_id=ChIJsXqbIaY5K4gRNrO0AHtNH_Q,43.6394831,-79.582828,,,,,
Rick's Pet Stores,"613-622-0330, 613-433-3514",,NI,,rickspetstores@gmail.com,,ON,Arnprior,100 Madawaska Blvd,K7S 1S7,,,,rickspetstores@gmail.com,rickspetstores.com,,45.4720567,-76.683948,,,,,
Riki's Pets,250-219-9295,,VM,,,,BC,Dawson Creek,1020 102 Ave,V1G 2B8,,,,NONE_FOUND,rikispets.com,,,,,,,,
Ritson Pharmacy,905-429-2333,,,,,,ON,Oshawa,250 Taunton Rd E,L1G 7T1,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Ritson%20Pharmacy&query_place_id=ChIJ4QPTJX8c1YkRaH1GL9V4tYY,43.9357081,-78.8707254,,,,,
River Drifter Aviary,506-607-3230,,,,,,NB,Butternut Valley,6 Hetherington Wharf Rd,E4C 1A6,,,,NO_WEBSITE,,,45.8948293,-65.8113648,,,,,
Riverside South Pet Shop,613-425-7387,,,,,,ON,Ottawa,1-3771 Spratt Rd,K1V 2P3,,,,INVALID_URL,,"https://maps.google.com/maps?q=45.2874818,-75.6733634",,,,,,,
Ruffin's Pet Center,"905-892-3733, 905-957-6373",,Already sent an email,,info@ruffinspet.com,,ON,Stratford,249 St Catharines St.,N5A 3H3,,,,info@ruffinspet.com,ruffinspet.com,,,,,,,,
Ruffin's Pet Centres,519-325-1112,,Already sent 1 email to one of the managers,,info@ruffinspet.com,,ON,Leamington,129 Erie St S,N8H 3B5,,,,info@ruffinspet.com,ruffinspet.com,,,,,,,,
Ruffin's Pet Centres,905-687-7380,,Already sent 1 email to one of the managers,,"info@ruffinspet.com, stcatharines@ruffinspet.com",,ON,ST. Catharines,"170 Hartzel Road, Unit 4",L2P 1P1,,,,"info@ruffinspet.com, stcatharines@ruffinspet.com",ruffinspet.com,,,,,,,,
Ruffin's Pet Centres,519-426-7441,,Already sent 1 email to one of the managers,,"info@ruffinspet.com, simcoe@ruffinspet.com",,ON,Simcoe,140 Queensway Dr. East,N3Y 4Y7,,,,"info@ruffinspet.com, simcoe@ruffinspet.com",ruffinspet.com,,,,,,,,
Ruffin's Pet Centres,905-774-6373,,Already sent 1 email to one of the managers,,"dunnville@ruffinspet.com, info@ruffinspet.com",,ON,Dunnville,209 Queen St,N1A 1H8,,,,"dunnville@ruffinspet.com, info@ruffinspet.com",ruffinspet.com,,,,,,,,
Ruffin's Pet Centres,905-765-8022,,Already sent 1 email to one of the managers,,"caledonia@ruffinspet.com, info@ruffinspet.com",,ON,Caledonia,322 Argyle Street South,N3W 1K8,,,,"caledonia@ruffinspet.com, info@ruffinspet.com",ruffinspet.com,,,,,,,,
Ruffin's Pet Centres,905-945-0794,,Already sent 1 email to one of the managers,,"grimsby@ruffinspet.com, info@ruffinspet.com",,ON,Grimsby,63 Main Street East,L3M 4H1,,,,"grimsby@ruffinspet.com, info@ruffinspet.com",ruffinspet.com,,,,,,,,
Ruffin's Pet Centres,905-873-0933,,Already sent 1 email to one of the managers,,"georgetown@ruffinspet.com, info@ruffinspet.com",,ON,Georgetown,140 Guelph St,L7G 4A5,,,,"georgetown@ruffinspet.com, info@ruffinspet.com",ruffinspet.com,,,,,,,,
Ruffins Pet Centre,416-766-3889,,,,,,ON,Toronto,2299 Bloor Street West,M6S 1P1,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.6502082,-79.4791554",,,,,,,
Sammy's Pet Foods,902-719-6657,,,,,,NS,Porters Lake,15 Dewberry Drive,B3E 0C7,,,,UNREACHABLE,sammyspetfoods.com,,,,,,,,
Scotian Gold Country Store,902-755-7505,,,,scotian@scotiangold.com,,NS,New Glasgow,280 Westville Road,B2H 2J5,,,,scotian@scotiangold.com,scotiangold.com,,,,,,,,
Scotian Gold Farm,902-678-4438,,,,scotian@scotiangold.com,,NS,Kentville,"7027 Hwy #1, Coldbrook",B4N 1B6,,,,scotian@scotiangold.com,scotiangold.com,,,,,,,,
Shady Maple Raw,902-641-2150,,ENGLISH PROFIL   elle à pris les informations à transmettre au manager,,"sales@shadymapleraw.com, shadymapleraw@gmail.com",,NS,Debert,11207 -2,B0M 1G0,,,,"sales@shadymapleraw.com, shadymapleraw@gmail.com",shadymapleraw.com,,45.382974,-63.4627229,,,,,
Sharpe Farm Supplies,"519-843-2451, 519-837-0510",,,,,,ON,Fergus,285 Beatty Line,N1M 2W2,,,,NONE_FOUND,sharpefarmsupplies.com,,,,,,,,
Sharpe Farm Supplies,905-659-3341,,,,,,ON,Freelton,234 Freelton Road,L0R 1K0,,,,NONE_FOUND,sharpefarmsupplies.com,,,,,,,,
Sharpe Farm Supplies,519-794-2327,,,,,,ON,Desboro,742001 Sideroad 4A,N0H 1G0,,,,INVALID_URL,,"https://maps.google.com/maps?q=44.3986028,-80.9894022",,,,,,,
Sharpe Farm Supplies,519-448-1454,,,,,,ON,Saint George,239 Brant County Hwy 5,N0E 1N0,,,,NONE_FOUND,sharpefarmsupplies.com,,,,,,,,
Simcoe North Pharmacy,905-720-1800,,,,,,ON,Oshawa,1053 Simcoe St N,L1G 7X6,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Simcoe%20North%20Pharmacy&query_place_id=ChIJyeccb4Qc1YkRDDaxAAfPAR8,43.9266589,-78.8754989,,,,,
"Sit Tobi, Sit",647-694-4375,,VM,,info@SitTobi.com,ok,ON,Mississauga,2325 Hurontario St,L5A 4C7,good,info@SitTobi.com,,,sittobi.com,,43.5749432,-79.6077279,,https://www.instagram.com/sittobicom,,,
Social Pets,877-722-8866,,VM,,,,BC,Kelowna,459 Bernard Ave,V1Y 6R3,,,,UNREACHABLE,socialpets.ca,,,,,,,,
Soma Bone Broth Co.,416-466-1110,,NA,,info@somabonebroth.com,ok,ON,Toronto,676 Pape Ave,M4K 3S5,good,info@somabonebroth.com,,,somabonebroth.com,,43.6782457,-79.3447408,,https://instagram.com/somabonebroth,,,
Sonny's Healthy Happy Tails,647-673-5151,,VM. Call back,,,,ON,North York,55 Ellerslie Ave #802,M2N 1X9,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Sonny's%20Healthy%20Happy%20Tails&query_place_id=ChIJ1UceLpstK4gRHtFTY4Kft8o,43.7706496,-79.4149117,,,,,
Sooke Harbour Pet Resort,250-642-7987,,VM,,,,BC,Sooke,7055 Grant Road West,V9Z 0P1,,,,INVALID_URL,,"https://maps.google.com/maps?q=48.3745663,-123.7433437",,,,,,,
Spark Paws,888-201-5502,,Does not receive calls. Best to email,,service@sparkpaws.com,ok,ON,North York,1056 Finch Ave E,M2H 1E8,good,service@sparkpaws.com,,,sparkpaws.com,https://www.sparkpaws.ca/collections/dog-pajama-onesies,43.790841,-79.3633589,https://www.facebook.com/sparkpaws,https://www.instagram.com/sparkpawsofficial,https://www.tiktok.com/@sparkpawsofficial,,
Stacy's PET DEPOT,613-932-7337,,,,"rickis@petdepot.com, stacys@petdepot.com",,ON,Cornwall,805 Sydney St,K6H 3J7,,,,"rickis@petdepot.com, stacys@petdepot.com",stacyspetdepot.ca,,45.0281168,-74.7315635,,,,,
Stayner Pet Centre,705-428-6668,,,,,,ON,Stayner,7272 Hwy 26 East,L0M 1S0,,,,INVALID_URL,,"https://maps.google.com/maps?q=44.420976,-80.090977",,,,,,,
Stella Pup Co.,,,,,,,BC,Vancouver,450 Beach Crescent,,,,,UNREACHABLE,www.stellapupco.com,,,,,,,,
Strut & Swagger,416-629-5066,,VM,,,,ON,Etobicoke,5 Cheviot Pl #16,M9A 2R8,,,,UNREACHABLE,strutswagger.ca,,43.6764031,-79.549763,,,,,
Summit Pets,506-693-6878,,,,welovepets@summitpets.ca,,NB,Saint John,110 Ashburn Lake Rd Unit 200,E2J 5E2,,,,welovepets@summitpets.ca,summitpets.ca,,,,,,,,
Sunnybrook Farms Pet Supply,902-724-7387,,,,,,PE,Summerside,26174 Route 2,C1N 4J8,,,,INVALID_URL,,"https://maps.google.com/maps?q=46.428336,-63.771037",,,,,,,
Super Happy Pet Inc,647-554-9364,,VM,,,,ON,Markham,9390 Woodbine Avenue,L6C 0M5,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.8720691,-79.3642657",,,,,,,
Superior Pets And Supplies,,,,,,,ON,Marathon,104 Penninsula Road,P0T 2E0,,,,INVALID_URL,,"https://maps.google.com/maps?q=48.7292283,-86.3755386",,,,,,,
Sydenham Pet & Farm Supply,613-376-6767,,,,,,ON,Sydenham,4383 Mill Street,K0H 2T0,,,,UNREACHABLE,sydenhampet.com,,,,,,,,
T & M Pets and Supplies,902-375-2433,,,,,,NS,Berwick,175 Commercial St,B0P 1E0,,,,INVALID_URL,,"https://maps.google.com/maps?q=45.0417462,-64.7351646",,,,,,,
Taunton Pharmacy,905-240-4004,,,,,,ON,Oshawa,30 Taunton Rd E,L1G 3T7,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Taunton%20Pharmacy&query_place_id=ChIJP56Yd34b1YkRwuoklFoKhZM,43.9335559,-78.8780429,,,,,
Taunton Pools,905-571-0189,,,,,,ON,Oshawa,69 Taunton Rd W,L1G 7B4,,,,UNREACHABLE,tauntonpools.com,,43.9320965,-78.881472,,,,,
TerrAnimal,506-740-1876,,,,,,NB,Edmundston,51 Chem. Iroquois,E7B 2B6,,,,UNREACHABLE,terranimal.ca,,47.4616358,-68.3533584,,,,,
The Bone & Biscuit,403-278-3875,,,,,,AB,Calgary,"4700 130th Avenue SE, Unit 609",T2Z 4E7,,,,NONE_FOUND,boneandbiscuit.ca,,,,,,,,
The Bone & Biscuit,"780-792-4015, 780-761-2663",,,,,,AB,Edmonton,1058 91 Street Sw,T6G 1C8,,,,NONE_FOUND,boneandbiscuit.ca,,,,,,,,
The Bone & Biscuit,"780-814-3532, 780-460-4645",,,,,,AB,St. Albert,430-860 ST. Albert Trail,T8N 7V2,,,,NONE_FOUND,boneandbiscuit.ca,,,,,,,,
The Bone & Biscuit,587-457-0820,,,,,,AB,Red Deer,"600-3020, 22St.",T4R 3J5,,,,INVALID_URL,,"https://maps.google.com/maps?q=52.2383937,-113.7674748",,,,,,,
The Bone & Biscuit,604-538-1494,,,,,,BC,Surrey,16050 24th Ave Unit #150,V3Z 0R5,,,,ERROR,boneandbiscuit.ca,,,,,,,,
The Bone & Biscuit,604-492-0221,,,,,,BC,Port Moody,265A Newport Drive,V3H 8K6,,,,NONE_FOUND,boneandbiscuit.ca,,,,,,,,
The Bone & Biscuit,506-388-3399,,,,,,NB,Moncton,102-21 Granite Drive,E1H 0K6,,,,NONE_FOUND,boneandbiscuit.ca,,,,,,,,
The Bone & Biscuit,905-303-1111,,,,,,ON,Vaughan,9330 Bathurst St #4,L6A 4N9,,,,NONE_FOUND,boneandbiscuit.ca,,,,,,,,
The Bone & Biscuit,905-257-4880,,,,,,ON,Oakville,11-515 Dundas St W,L6M 4M2,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.4662666,-79.7465986",,,,,,,
The Bone & Biscuit Co.,905-303-2200,,,,,,ON,Vaughan,Unit #8 - 3604 Major Mackenzie Drive W,L4H 3T6,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.8462179,-79.5564586",,,,,,,
The Bone & Biscuit Co.,416-252-7387,,,,,,ON,Toronto,Unit 1 - 8 Park Lawn,M8V 1A4,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.623012417453545,-79.48389707395782",,,,,,,
The Bone & Biscuit Co.,905-692-3222,,,,,,ON,Hamilton,2172 Rymal Road East Suite105,L0R 1P0,,,,NONE_FOUND,boneandbiscuit.ca,,,,,,,,
The Bone & Biscuit Co.,519-265-6444,,,,,,ON,Guelph,30 Clair Rd W Unit 2A,N1L 0A8,,,,NONE_FOUND,boneandbiscuit.ca,,,,,,,,
The Bone & Biscuit Co.,905-331-1222,,,,,,ON,Burlington,"3061 Walkers Line, Unit 3",L7M 0W3,,,,NONE_FOUND,boneandbiscuit.ca,,,,,,,,
The Bone & Biscuit Co.,905-337-2525,,,,,,ON,Oakville,487 Cornwall Rd Unit 9,L6J 7S8,,,,NONE_FOUND,boneandbiscuit.ca,,,,,,,,
the Bone & Biscuit Co. - Toronto College Street,,,,,,,ON,Toronto,899 College St,M6H 3P7,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=the%20Bone%20%26%20Biscuit%20Co.%20-%20Toronto%20College%20Street&query_place_id=ChIJvwyzAoM1K4gRdB11LkNDIzg,43.6537756,-79.4248065,,,,,
the Bone & Biscuit Co. - Toronto Yonge Sheppard,"647-368-8358, 416-252-7387",,,,,,ON,Toronto,"Unit 103, 75 Housey St Building C",M2N 5X2,,,,NONE_FOUND,boneandbiscuit.ca,,43.7625093,-79.4109534,https://www.facebook.com/boneandbiscuitetobicoke,https://www.instagram.com/boneandbiscuitetobicoke,https://www.tiktok.com/@theboneandbiscuit,,
The Bone & Biscuit Company,905-688-8353,,,,,,ON,ST. Catharines,295 Fourth AVE West,L2S 0E7,,,,NONE_FOUND,boneandbiscuit.ca,,,,,,,,
The Bone & Biscuit Stonecreek,587-537-0599,,,,,,AB,Fort McMurray,108 Riverstone Ridge,T9K 1S6,,,,INVALID_URL,,"https://maps.google.com/maps?q=56.7600425,-111.4384984",,,,,,,
The Bunny Cafe,604-428-0688,,VM. Closed at Tues,,"hello.bunnycafe@gmail.com, user@domain.com",,BC,Vancouver,1696 Venables St,,,,,"hello.bunnycafe@gmail.com, user@domain.com",bunnycafe.ca,,,,,,,,
The Dollar Store Plus,905-723-5556,,,,,,ON,Oshawa,555 Rossland Rd E,L1K 1K8,,,,UNREACHABLE,notecraft.ca,,43.9194314,-78.8495621,,,,,
The Feed Bin,519-882-0166,,,,,,ON,Petrolia,4248 Oil Heritage Rd,N0N 1R0,,,,NONE_FOUND,cashncarryfeed.com,,,,,,,,
The Fox & Hound Canine Retreat,519-542-0070,,VM,,,,ON,Bright’S Grove,2437 Michigan Line,N0N 1C0,,,,NONE_FOUND,foxandhoundcanineretreat.com,,,,,,,,
The Golden Basket,705-774-3611,,NI,,thegoldenbasket18@gmail.com,,ON,Parry Sound,17 Horseshoe Lake Rd,P2A 2W8,,,,thegoldenbasket18@gmail.com,thegoldenbasket.ca,,45.3026959,-79.8856532,,,,,
The Local Kibblery Ltd.,,,,,,,ON,Toronto,896 Eglinton Avenue West,M6C 2B6,,,,UNREACHABLE,thelocalkibblery.com,,,,,,,,
The Local Pet Pantry,613-475-5544,,NA,,,,ON,Brighton,49 Elizabeth Street,K0K 1H0,,,,INVALID_URL,,"https://maps.google.com/maps?q=44.04248512971146,-77.73195922835544",,,,,,,
The Pampered Pet,613-521-6272,,The manager’s name is Kate. I need to call back on the other number provided by the secretary.  6138228282,,"info@pamperedpet.ca, info@stagheaddesigns.com",,ON,Ottawa,2446 Bank St,K1V 1A4,,,,"info@pamperedpet.ca, info@stagheaddesigns.com",pamperedpet.ca,,45.3523247,-75.646203,,,,,
The Paw Barn,705-806-5500,,,,,,ON,Chelmsford,3482 Errington AVE,P0M 1L0,,,,UNREACHABLE,thepawbarn.ca,,,,,,,,
The Pet Shoppe,705-355-0738,,,,,,ON,Penetanguishene,2 Poyntz Street - Village Square Mall,L9M 1M2,,,,NONE_FOUND,thepetshoppe.ca,,,,,,,,
The Pet Source,855-909-7387,,,,info@thepetsource.ca,catch_all,ON,Etobicoke,35 Stoffel Dr Unit 11,M9W 6A8,risky,info@thepetsource.ca,,,thepetsource.ca,,43.6879012,-79.5726809,https://www.facebook.com/ThePetSourceCA,https://instagram.com/ThePetSourceCA,https://www.tiktok.com/@ThePetSourceCA,https://www.youtube.com/@ThePetSource,
The Pet Store,506-351-8000,,,,,,NB,Shediac,"620 Main Street, Unit 2",E4P 2E7,,,,INVALID_URL,,"https://maps.google.com/maps?q=46.2253641,-64.5110196",,,,,,,
The Pet Store Shediac,506-351-8000,,,,,,NB,Shediac,620 Main St,E4P 2H3,,,,NO_WEBSITE,,,46.2253678,-64.510971,,,,,
The Tipsy Goat,888-610-4628,,NA,,,,ON,Leeds,1113 Prince Street,K0E 1L0,,,,INVALID_URL,,"https://maps.google.com/maps?q=44.4056464,-76.0179734",,,,,,,
The Wag More Boutique,289-876-9447,,,,,,ON,Crystal Beach,410 Derby Road #6,L0S 1B0,,,,UNREACHABLE,thewagmoreboutique.ca,,,,,,,,
Thunder Pet,807-825-1919,,,,,,ON,Terrace Bay,37A Simcoe Plaza,P0T 2W0,,,,INVALID_URL,,"https://maps.google.com/maps?q=48.783195,-87.100647",,,,,,,
ticomom pets,416-525-6819,,VM,,,,ON,Toronto,561 Queen St W,M5V 2B6,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=ticomom%20pets&query_place_id=ChIJXdyMm001K4gRevY0EF9w97E,43.6477875,-79.4004242,,,,,
Toby and Bellas (Black Spruce CO. INC.),613-401-1413,,,,,,ON,Deep River,39 Champlain Street,K0J 1P0,,,,UNREACHABLE,tobyandbella.ca,,,,,,,,
Touch of a Paw Spa,905-240-7297,,VM. Call back,,,,ON,Oshawa,1204 Wecker Dr,L1J 3P1,,,,NONE_FOUND,touchofapawspa.com,,43.8660414,-78.8493682,http://www.facebook.com/touchofapawspa,https://www.instagram.com/touchofapawspa,,,
Travago Pet Products,289-688-7738,,VM. Call back,,,,ON,Scarborough,3640 McNicoll Ave,M1X 1G5,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Travago%20Pet%20Products&query_place_id=ChIJhaHA_NfW1IkRgPklquKIpdc,43.825192,-79.245378,,,,,
Tru Pet,905-508-1112,,,,,,ON,Richmond Hill,10520 Yonge Street,L4C 3C7,,,,NONE_FOUND,trupet.getpayd.com,,,,,,,,
typawcafe,647-573-1585,,VM. Call back,,,,ON,Toronto,39 Annie Craig Dr,M8V 0H1,,,,NONE_FOUND,typawcafe.com,,43.6256859,-79.477756,https://www.facebook.com/shopify,https://www.instagram.com/typaw_,https://www.tiktok.com/@shopify,https://www.youtube.com/shopify,
Unleashed Potential K9,902-367-3647,,,,,,PE,Stratford,22 Myrtle Street,C1B 2W2,,,,NONE_FOUND,unleashedpotential.ca,,,,,,,,
Urban Pet Petrolia,519-704-0143,,,,,,ON,Petrolia,4152 Petrolia Line,N0N 1R0,,,,INVALID_URL,,"https://maps.google.com/maps?q=42.8822451,-82.1493924",,,,,,,
VersatileK9CarHammock,416-434-2463,,VM,,,,ON,Kingston,14 Faircrest Blvd,K7L 4V1,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=VersatileK9CarHammock&query_place_id=ChIJgzJ7OJ5VzUwRl3sf3qDB7_k,44.2490618,-76.4085179,,,,,
Village Paws,613-496-7297,,,,,,ON,Russell,"191 Castor Street, Unit 3 & 4",K4R 1C7,,,,UNREACHABLE,villagepaws.ca,,,,,,,,
Village Pet Food Shoppe,519-669-4374,,,,,,ON,Elmira,25 Industrial Drive Unit 2,N3B 3K3,,,,UNREACHABLE,villagepetshoppe.ca,,,,,,,,
Vivus Pets,604-377-9770,Olga,VM. Voice Mail provided owners name,,info@vivuspets.com,,BC,Vancouver,392 E 15th Ave,,,,,info@vivuspets.com,vivuspets.com,,,,,,,,
Wacky Paws,888-585-7297,,NA,,,,ON,Toronto,51 Underhill Dr #6,M3A 2J8,,,,NONE_FOUND,wackypaws.ca,,43.7450047,-79.3252119,https://www.facebook.com/wackypaws6,https://www.instagram.com/wacky_paws_canada,,,
Waggy Butts,,,,,,,ON,Curran,1431 Concession Rd 9,K0B 1C0,,,,filler@godaddy.com,aggybutts.ca,https://www.waggybutts.ca/,45.4754714,-75.0186311,,,,,
Welsh's Saddlery & Western Wear,780-471-5333,,VM,,,,AB,Edmonton,13715 Manning Dr NW,T5Y 3B2,,,,UNREACHABLE,welshs.ca,,,,,,,,
West Prince Animal Supplies,902-859-2033,,,,,,PE,O'leary,1622 O'leary Road 1622 O'leary Road,C0B 1V0,,,,INVALID_URL,,"https://maps.google.com/maps?q=46.7108909,-64.2043219",,,,,,,
